id,created_date,text,retweeted_count,favourite_count
1256391407964741632,"Sat May 02 01:13:48 +0000 2020","RT @LOTHBROK777: No, no hay CUERPOS extraviados.... solo no sabemos donde estan!
Plop !!!!!!!!
@CNNEE @ActualidadRT @CIDH 
#Covid_19ec http…",36,0
1256391407826280450,"Sat May 02 01:13:48 +0000 2020","RT @jairbolsonaro: - EXEMPLOS DE AÇÕES DAS FORÇAS ARMADAS NO COMBATE AO COVID-19:

1. Mais de 29 mil militares da @marmilbr , @exercitoofic…",3052,0
1256391407646003201,"Sat May 02 01:13:48 +0000 2020","RT @merbi2: No fue el covid, fue nuestro Octubre Rojo!! Baja en empleos formales cae desde octubre, aumentan los informales... el covid hac…",189,0
1256391407486373888,"Sat May 02 01:13:48 +0000 2020","RT @ZonaCNoticias: Aumentó a 368 los casos de COVID-19 en Morelos y 44 defunciones https://t.co/9dhBTY0AMU",3,0
1256391407377539073,"Sat May 02 01:13:48 +0000 2020","RT @UN: With nearly 1.3 billion students out of school due to #COVID19, the UN &amp; partners are turning to an array of communication tools to…",30,0
1256391406924554242,"Sat May 02 01:13:48 +0000 2020","@VickyConley15 Hope ur staying safe during this covid 19 mess.",0,0
1256391406777761792,"Sat May 02 01:13:48 +0000 2020","RT @ArleneRamona: It is just the beginning #WORLD.

Locusts, floods and COVID-19: a potentially deadly combination for malnourished childre…",1,0
1256391406568030213,"Sat May 02 01:13:48 +0000 2020","RT @jairbolsonaro: - EXEMPLOS DE AÇÕES DAS FORÇAS ARMADAS NO COMBATE AO COVID-19:

1. Mais de 29 mil militares da @marmilbr , @exercitoofic…",3052,0
1256391406446411783,"Sat May 02 01:13:48 +0000 2020","RT @Expresoec: Científico ecuatoriano, un ejemplo a seguir. Él y su equipo crean una prueba de Covid-19 de fácil acceso y única en su tipo:…",24,0
1256391406320381952,"Sat May 02 01:13:48 +0000 2020","RT @Ashthewonderr: My uncle just recently passed yesterday due to Covid-19. He was a doctor. These protest of stupidity is not guaranteed t…",6,0
1256391406232285184,"Sat May 02 01:13:48 +0000 2020","RT @gapolicarpio: Budget tracker! Will the Duterte administration like this? Hmmm ...
https://t.co/rYF50K7fn0",53,0
1256391406203133956,"Sat May 02 01:13:48 +0000 2020","RT @julenrementeria: ¿Se le fue el internet Director @zoerobledo?

Mientras la SEDENA compraba ventiladores para el COVID-19 en 898 mil pes…",2411,0
1256391406177980416,"Sat May 02 01:13:48 +0000 2020","RT @atilioboron: ""La ONU exige a Trump levantar el embargo económico contra Cuba por el Covid-19."" Pero Trump preside un ""Estado Canalla"" q…",93,0
1256391405804630016,"Sat May 02 01:13:48 +0000 2020","RT @Nationwideradio: Fast food chain Mothers is set to close its 18 branches in Jamaica for the next 30 days. Nearly 1-thousand people will…",112,0
1256391405473316867,"Sat May 02 01:13:48 +0000 2020","RT @ArthurCaplan: #funerals in #covid era. Hearses lined up-got 30 minutes for the whole thing. 8 people allowed. Say goodbye to body at ba…",19,0
1256391405389438979,"Sat May 02 01:13:48 +0000 2020","Mañana 2 de mayo a las 15:00 Ecu concierto benéfico! 

Los fondos que se obtengan de este evento permitirá adquirir… https://t.co/qS8UPI1BFo",0,0
1256391405309693953,"Sat May 02 01:13:48 +0000 2020","RT @CubaMINREX: Ex Primer Ministro de Jamaica reconoce ayuda internacional de Cuba en el enfrentamiento a la Covid-19.

Más información vía…",47,0
1256391405276033025,"Sat May 02 01:13:48 +0000 2020","RT @MagdaSzubanski: Every day I thank god for @DanielAndrewsMP and his practical, genuine, staunch, sensible, caring, pragmatic idealism. H…",7,0
1256391405175476224,"Sat May 02 01:13:48 +0000 2020","RT @ExpresoPeru: EE.UU. autoriza uso del antiviral Remdesivir para pacientes graves de COVID-19 https://t.co/D2Jz8Odvma",39,0
1256391405162897409,"Sat May 02 01:13:48 +0000 2020","RT @jennfranconews: McEnany says WHO handling of COVID pandemic is “unacceptable.” 

“There’s no secret that China stopped U.S. investigato…",728,0
1256391405020286976,"Sat May 02 01:13:48 +0000 2020","RT @RBReich: Georgia has confirmed an additional 1,000 cases of COVID  in the past 24 hours, bringing the state's total infections to more…",772,0
1256391404928094209,"Sat May 02 01:13:48 +0000 2020","RT @Karl_Lauterbach: Wahrscheinlich 2 Spieler, 1 Mitarbeiter infiziert. Rest trainiert weiter. Wer mit Covid-19 trainiert riskiert Schäden…",55,0
1256391404642762754,"Sat May 02 01:13:48 +0000 2020","RT @BryonnyM: 😂🤣😂😭😭

YOU THINK THIS IS ABOUT THE BEACH...B!TCH...??! 

Omfg check your White. F*cking. Privilege. RN!!  🤣
#HuntingtonBeach…",32,0
1256391404231811078,"Sat May 02 01:13:48 +0000 2020","RT @janeoftirades: In other news, someone finally did it: a COVID budget tracker.

We need more ppl like this in the government. We need to…",27,0
1256391404021940224,"Sat May 02 01:13:47 +0000 2020","RT @smh: An Australian hospital will lead a global clinical trial testing a breathable blood thinner to try to prevent the damage that COVI…",13,0
1256391403858538497,"Sat May 02 01:13:47 +0000 2020","RT @kevinestebancg: De los 57 “luchadores sociales” que fueron detenidos en Plaza Baquedano, uno de ellos debía estar cumpliendo cuarentena…",71,0
1256391403799797765,"Sat May 02 01:13:47 +0000 2020","en fox, ilustrando perfectamente el #Covid_19 a modo de futurama 😱😱",0,0
1256391403736793089,"Sat May 02 01:13:47 +0000 2020","RT @LeonardRoxon: Fascinating!

Vaccines have a 40% chance of preventing you from getting the flu. COVID-19 vaccines aren't going to be any…",154,0
1256391403720126465,"Sat May 02 01:13:47 +0000 2020","RT @fcorderoc: Felicitaciones a los comerciantes de la Feria Libre de Miraflores y a la Municipalidad de Cuenca. Una muestra inteligente de…",5,0
1256391403640442880,"Sat May 02 01:13:47 +0000 2020","RT @ScottGottliebMD: Hospitalizations are an objective measure of the direction of the covid epidemic in the U.S. - whether it's expanding…",918,0
1256391403602448385,"Sat May 02 01:13:47 +0000 2020","RT @AntsDoesIt: So people on unemployment are getting the max pay of $450 per week, another whopping $600 because of COVID-19 for a total o…",2641,0
1256391403376128008,"Sat May 02 01:13:47 +0000 2020","RT @AFThunderbirds: Tomorrow's #AmericaStrong flyover serves as a salute to frontline #COVID responders.

#InThisTogether 🇺🇸 https://t.co/l…",3578,0
1256391403158081536,"Sat May 02 01:13:47 +0000 2020","RT @MXvsCORRUPCION: La dirección registrada por León Barttlet para la  empresa filial a la que @TU_IMSS adjudicó la compra de ventiladores,…",5320,0
1256391403044814848,"Sat May 02 01:13:47 +0000 2020","América Latina no puede permitirse respuestas tardías al Covid-19: Zedillo y exmandatarios - https://t.co/ZSnKW5bGHC",0,0
1256391402822553600,"Sat May 02 01:13:47 +0000 2020","RT @SplitSt: #SideBySide #Qoincidences 
#universityoftexas #WuhanCoronaVirus #Covid_19 https://t.co/wEIJyCulpu",2,0
1256391402805694469,"Sat May 02 01:13:47 +0000 2020","Premas Biotech announces development of #vaccine against #COVID19  https://t.co/eXhqRFJK0z",0,0
1256391402017230854,"Sat May 02 01:13:47 +0000 2020","RT @alvaro_wasabi: Lo había puesto en mi Insta pero lo dejo por aquí también. Es importante que entendáis el efecto ESPAJONES. #COVID #Dese…",705,0
1256391401908158464,"Sat May 02 01:13:47 +0000 2020","RT @dilaranurcevah3: Adnan Oktar: Allah hastalıkları hayırla yaratır💝🍀💝
#COVID
#Covid_19
#koronavirus
#cumartesi
 https://t.co/8DVkop5sc5",2,0
1256391401585217537,"Sat May 02 01:13:47 +0000 2020","RT @USABoxing: 𝐈𝐦𝐩𝐨𝐫𝐭𝐚𝐧𝐭 𝐀𝐧𝐧𝐨𝐮𝐧𝐜𝐞𝐦𝐞𝐧𝐭

While we are sad to announce our National Junior Olympics and Eastern Qualifier are cancelled due to…",1,0
1256391401413148680,"Sat May 02 01:13:47 +0000 2020","RT @computedude: When considering how the World should hold China responsible for Covid-19 should we consider how the World held the USA ac…",1,0
1256391401274839041,"Sat May 02 01:13:47 +0000 2020","RT @narendramodi: Our Armed Forces have always kept the nation safe. Even in times of disasters, they are out there helping people. Now, ou…",2689,0
1256391400654090240,"Sat May 02 01:13:47 +0000 2020","RT @TheEconomist: More than 235,000 lives have been lost to covid-19, making it more deadly than the SARS, H1N1, MERS, and Ebola epidemics…",93,0
1256391400628912131,"Sat May 02 01:13:47 +0000 2020","RT @sljournal: Six Strategies To Keep Homebound Students’ Research on Track https://t.co/0WHkRaFHXg https://t.co/OCgDSUbpk0",2,0
1256391400549232644,"Sat May 02 01:13:47 +0000 2020","RT @ScottGottliebMD: A big win for patients and the first building block in what will be an improving toolbox for reducing death and diseas…",1674,0
1256391400419201031,"Sat May 02 01:13:47 +0000 2020","RT @JESUSGARCIARUB2: SI NO TE SIENTES MAL PERO ESTAS APANICADO Y LLEGAS A IR A UN HOSPITAL TE PUDIERAS CONTAGIAR Y REGRESAR Y CONTAGIAR A T…",3,0
1256391400322510848,"Sat May 02 01:13:47 +0000 2020","RT @Metal_Monolog: Di tengah pandemi covid-19, orang² di Denmark tetap mengadakan konser musik.

Tanpa penggunaan sistem PA, mereka justru…",2329,0
1256391400217812995,"Sat May 02 01:13:47 +0000 2020","RT @gael99: Voci di buon senso anche dalla Svizzera https://t.co/sfP7YTffl6",116,0
1256391399815229442,"Sat May 02 01:13:46 +0000 2020","RT @jairbolsonaro: - EXEMPLOS DE AÇÕES DAS FORÇAS ARMADAS NO COMBATE AO COVID-19:

1. Mais de 29 mil militares da @marmilbr , @exercitoofic…",3052,0
1256391399366365186,"Sat May 02 01:13:46 +0000 2020","RT @alferdez: Hoy visité la autopartista Barack Mercosul, en San Martín, que en el marco de la emergencia sanitaria se reconvirtió y ahora…",777,0
1256391399316033541,"Sat May 02 01:13:46 +0000 2020","RT @presidenciaperu: Hoy a las 8:30 pm, a través de las imágenes transmitidas por @tvperupe, tomémonos unos minutos para saludar y reconoce…",6,0
1256391399240544256,"Sat May 02 01:13:46 +0000 2020","RT @carolinatre: ""Meu amor, espero poder te olhar nos olhos novamente e dizer que te amo mais que tudo meu amor, do seu marido que nunca te…",295,0
1256391399177674754,"Sat May 02 01:13:46 +0000 2020","RT @Edomex: Son muy importantes las medidas coordinadas para reducir la movilidad y el riesgo de contagio por #Covid_19mx https://t.co/xnAh…",292,0
1256391399131566080,"Sat May 02 01:13:46 +0000 2020","RT @biobio: AHORA 🔴 El detenido debía mantenerse en cuarentena al menos hasta el 9 de mayo. https://t.co/LGIxzwPk6L",859,0
1256391398846275592,"Sat May 02 01:13:46 +0000 2020","Afogados da Ingazeira investiga mais um caso suspeito de Covid-19 https://t.co/xOonYf8jSY https://t.co/tRXLBruBy5",0,0
1256391398800195584,"Sat May 02 01:13:46 +0000 2020","RT @noticias4vision: #Nicaragua🇳🇮 | El Observatorio Ciudadano COVID-19 reportó 431 casos de contagio localizados por fuentes propias, y 86…",30,0
1256391398758191106,"Sat May 02 01:13:46 +0000 2020","RT @adnradiochile: Carabineros confirmó detención de manifestante con Covid-19 positivo en manifestación de Plaza Baquedano https://t.co/2m…",498,0
1256391398732910592,"Sat May 02 01:13:46 +0000 2020","RT @VeeChrizzy: This is one of the most clever and poignant cartoons on this frightening social climate. #StayHome #Trump #Covid_19 #TysonD…",1,0
1256391398577917952,"Sat May 02 01:13:46 +0000 2020","""#रोते_हुए_आते_हैं_सब"" 
मगर..
करोड़ो अरबो में कोई एक हंसती हुई भी आती है..
#Covid_19 के बीच तस्वीर ब्राजील से 😍

☑… https://t.co/bwJDonYMWy",0,0
1256391398284296194,"Sat May 02 01:13:46 +0000 2020","RT @hernandezff85: Para mi familia soy el covid-19 del hogar 😂😂 !!",1,0
1256391397902635008,"Sat May 02 01:13:46 +0000 2020","If you see your neighbor today, walk over and while maintaining proper social distancing let them know we are all i… https://t.co/CGKmBsiDIJ",0,0
1256391397487382533,"Sat May 02 01:13:46 +0000 2020","RT @transplantfams: National Pediatric Transplant Week Recap - Thank You! - https://t.co/XqMJhokH2M",2,0
1256391397445419009,"Sat May 02 01:13:46 +0000 2020","RT @CFCDirector: Could you imagine being in a hospital dying of Covid-19 with no family around you and possibly even no hospital staff? It'…",153,0
1256391397395116032,"Sat May 02 01:13:46 +0000 2020","RT @IndivisibleTeam: With more than 1,000,000 confirmed cases of COVID-19 in the U.S., and more lives lost than in the entire Vietnam War,…",338,0
1256391396992352263,"Sat May 02 01:13:46 +0000 2020","RT @taniasandinista: Denuncia de médico ecuatoriano,q pone al descubierto la pesadilla q están viviendo,donde les ha tocado hasta trabajar…",62,0
1256391396841467904,"Sat May 02 01:13:46 +0000 2020","RT @RepMattGaetz: In all the work @GovRonDeSantis and I have done together, I've never been prouder than when President @realDonaldTrump ac…",589,0
1256391396803608577,"Sat May 02 01:13:46 +0000 2020","RT @teleSURtv: La pandemia de #Covid_19 ha obligado a cada persona a permanecer en cuarentena, sin embargo no evita el contacto con el exte…",5,0
1256391396635881473,"Sat May 02 01:13:46 +0000 2020","RT @DrJavierCrespo: Eliminación del VHC; no dejemos que un trabajo de décadas se hunda en meses.
¿Porqué no hacemos serología de forma simu…",6,0
1256391396556242945,"Sat May 02 01:13:46 +0000 2020","RT @ElNuevoDia: Caos en Brasil ante aumento de decesos por COVID-19 https://t.co/tqg37N163J",5,0
1256391396522680320,"Sat May 02 01:13:46 +0000 2020","RT @dianalzuleta: El 17 de abril teníamos 3.439 casos confirmados de Covid-19 y 153 muertos. Hoy tenemos 7.006 contagios y 314 muertos. Es…",544,0
1256391396304588800,"Sat May 02 01:13:46 +0000 2020","RT @fernandesflr: Imagem simbólica das dificuldades de enfrentar o COVID-19 no Brasil. Forçados a sair pra trabalhar senão perdemos emprego…",2558,0
1256391396304523268,"Sat May 02 01:13:46 +0000 2020","RT @MajorPatriot: Everything that has been thrown at us for 4 years by the criminal Media, Democrats and Never Trumpers - from Kavanaugh to…",182,0
1256391396057104384,"Sat May 02 01:13:46 +0000 2020","RT @Sr_Churchill: Los respiradores artificiales que donaron nuestros parlamentarios chilenos a la causa “Pandemia #Covid_19” llegarán el pr…",6,0
1256391395968815104,"Sat May 02 01:13:46 +0000 2020","RT @jiaredd: April did not want nothing to do with COVID-19! I never seen a month pack up their things so quickly and dip!😂",3256,0
1256391395776004103,"Sat May 02 01:13:46 +0000 2020","RT @FDNY: FDNY members show their appreciation for 100 @FEMA National Ambulance Contract units as they deploy back home after 30 days spent…",3201,0
1256391395700625408,"Sat May 02 01:13:46 +0000 2020","RT @Ron4California: Is the $950/day shoplifting limit increased because of the Covid crisis?",15,0
1256391395495030784,"Sat May 02 01:13:45 +0000 2020","@elmostrador Pero tan rapido? Que rapido los test en estos casos no? Entonces para saber si tengo covid rapido debo… https://t.co/qJjL28cNpX",0,0
1256391395465728003,"Sat May 02 01:13:45 +0000 2020","La pandemia no afecta a todos por igual. Por favor si esta en tu posibilidad AYUDA!! a los más necesitados! Dios y… https://t.co/kkEe9I9trL",0,0
1256391395364962304,"Sat May 02 01:13:45 +0000 2020","RT @MinSaludCol: #DescargaCoronApp-Colombia, y accede a toda la información sobre el COVID-19, registra tus síntomas y los de tu familia, l…",8,0
1256391395209891840,"Sat May 02 01:13:45 +0000 2020","RT @AmnestyNow: Essential workers &amp; health workers are putting their lives at risk to protect ours. Governments must ensure they can work s…",4,0
1256391395092373504,"Sat May 02 01:13:45 +0000 2020","RT @Gustart53: (VIDEO) ONU pide autorización para replicar modelo venezolano con el que enfrenta al  Covid-19 https://t.co/U1DnhqrZHM",6,0
1256391395042103303,"Sat May 02 01:13:45 +0000 2020","@AFPespanol #DiaDelTrabajo #Covid_19
#coronavirus #Trump #FelizViernes #ConLosTacosSi #EEUU
#FelizSabado… https://t.co/P2zBzA4YD4",0,0
1256391394668744704,"Sat May 02 01:13:45 +0000 2020","@tonyposnanski Hell, probably. I'm not working and I could use the money. If I caught covid, I'd probably be fine,… https://t.co/hiRukkW9uB",0,0
1256391394660319233,"Sat May 02 01:13:45 +0000 2020","RT @EDUARDOARGUDO: En el hospital Teodoro Maldonado de Guayaquil, obligan a trabajar a un servidor público en cosas administrativas a pesar…",4,0
1256391394580717569,"Sat May 02 01:13:45 +0000 2020","RT @sutnotimex: En el marco del Día Internacional del Trabajo, Adriana Urrea, Sria. Gral. del #SutNotimex, en conferencia virtual de la @UN…",30,0
1256391394282868736,"Sat May 02 01:13:45 +0000 2020","RT @AristeguiOnline: Ella tiene 84 años, diabetes, hipertensión, sobrepeso, padeció un infarto… y venció a Covid-19 | Video https://t.co/da…",127,0
1256391394144354305,"Sat May 02 01:13:45 +0000 2020","RT @YoungIndiabol: अगर आप विधायक के बेटे हो तो कोटा से बिहार पहुंच सकते हों #Bihar #KotaNews #COVID_19 #IYC #YoungIndiaKeBol #bringbackbiha…",5,0
1256391394085810182,"Sat May 02 01:13:45 +0000 2020","RT @mundanoincredu2: Prudencia absoluta con la #Desescalada habra una segunda ola del #Covid_19 dicho por virologos de primer nivel mundial…",1,0
1256391393804574720,"Sat May 02 01:13:45 +0000 2020","RT @nowthisnews: ‘I can’t even sleep at night to figure out which bills to pay or not pay’ — America’s 2.5 million domestic workers are fac…",48,0
1256391393439887368,"Sat May 02 01:13:45 +0000 2020","RT @EdomexSocial: Amiga comerciante, ante la contingencia por #Covid_19mx ¡Promociona tu ropa y accesorios! a través de la #TiendaEnLíneaEd…",5,0
1256391393288884224,"Sat May 02 01:13:45 +0000 2020","RT @ArashMarkazi: LeBron James wanted ESPN to release #TheLastDance when COVID-19 stranded us at home but it wasn't done. John Stockton was…",131,0
1256391393246920705,"Sat May 02 01:13:45 +0000 2020","antes de covid...no solían regañarme tanto en la clases de Box pero ahora que son en Zoom no me dejan de regañar...… https://t.co/1N7VzVIzwL",0,0
1256391393230163968,"Sat May 02 01:13:45 +0000 2020","RT @lpbragancabr: A OMS afirma que a origem do COVID-19 é natural.  Caso se comprove que o vírus tenha sido produzido em laboratório, a Chi…",3055,0
1256391392982695936,"Sat May 02 01:13:45 +0000 2020","RT @bigfatsurprise: ""Scientists who express different views on Covid-19 should be heard, not demonized"" https://t.co/ImYiHrFtIj via @statne…",70,0
1256391392865157121,"Sat May 02 01:13:45 +0000 2020","RT @lpbragancabr: A OMS afirma que a origem do COVID-19 é natural.  Caso se comprove que o vírus tenha sido produzido em laboratório, a Chi…",3055,0
1256391392844226561,"Sat May 02 01:13:45 +0000 2020","RT @UniversidadCR: La transformación del mundo debido al COVID-19 nos da una oportunidad única para vivir el momento presente. #COVID19 #Es…",0,0
1256391392747835392,"Sat May 02 01:13:45 +0000 2020","@bye_bye_brasil Disponha e mais um adendo. Com relação aos mortos, estão contabilizadas mortes com suspeita de covi… https://t.co/pnWBu84TG8",0,0
1256391392311590912,"Sat May 02 01:13:45 +0000 2020","RT @luismorales0621: Alguien que valoro por su sensatez me dijo hoy que ""el mejor programa de asistencia económica que podemos diseñar para…",104,0
1256391392151998464,"Sat May 02 01:13:45 +0000 2020","RT @narendramodi: I welcome the announcements by the Chief of Defence Staff today. India has waged a strong fight against COVID-19 due to c…",4666,0
1256391392148021256,"Sat May 02 01:13:45 +0000 2020","RT @jiaredd: April did not want nothing to do with COVID-19! I never seen a month pack up their things so quickly and dip!😂",3256,0
1256391392001048583,"Sat May 02 01:13:45 +0000 2020","RT @OficialFrenaaa: Los mexicanos estamos hartos del Gobierno Comunista de López,  miente cada que respira; La tragedia del COVID en México…",643,0
1256391391976001536,"Sat May 02 01:13:45 +0000 2020","There are gonna be a lot of lawsuits after this COVID-19",0,1
1256391391862829058,"Sat May 02 01:13:45 +0000 2020","RT @DrStrash: Full lockdown policies in Western Europe countries have no evident impacts on the COVID-19 epidemic.",17,0
1256391391841828865,"Sat May 02 01:13:45 +0000 2020","My uncle out here beating covid-19, glad to hear he’s feeling better, this ain’t a game so please take care",0,0
1256391391678251009,"Sat May 02 01:13:45 +0000 2020","RT @taitai78787: @RealCandaceO 🔴 MEDIA LIED 🔴

We’ve been told that ~ 60,000 people have died from covid in USA

Straight from CDC statisti…",27,0
1256391391447523328,"Sat May 02 01:13:45 +0000 2020","But yeahhhh, that's gonna have to wait, because we'll be dealing with #COVID__19 for a loooong time 🤦🏿‍♂️ https://t.co/x59ibacEk2",0,0
1256391391359504384,"Sat May 02 01:13:44 +0000 2020","RT @ananiasfernanda: Se eu fosse min. da saúde:
1- investigar TODAS as mortes por covid, diante de tantas denúncias de fraudes
2- HCQ volta…",157,0
1256391391187353601,"Sat May 02 01:13:44 +0000 2020","RT @MiguelMezaC: Le compraron ventiladores para Covid-19 a un empresario sancionado por fraude en EEUU.

Luego le compraron a un exfunciona…",1716,0
1256391390952673281,"Sat May 02 01:13:44 +0000 2020","@afneil Jesus - if even you are calling this out for what it is, it is incredible. But they don't care. They think… https://t.co/fKz8z3m7is",0,0
1256391390948290561,"Sat May 02 01:13:44 +0000 2020","RT @stephenrhowes: Running through the numbers on COVID19 in the Pacific @devpolicy. Hope you find the graphs interesting. 

https://t.co/4…",19,0
1256391390814072833,"Sat May 02 01:13:44 +0000 2020","RT @MajorPatriot: Everything that has been thrown at us for 4 years by the criminal Media, Democrats and Never Trumpers - from Kavanaugh to…",182,0
1256391390768123905,"Sat May 02 01:13:44 +0000 2020","RT @ajc: #BREAKING: Georgia verifies 1K new COVID-19 cases in 24 hours https://t.co/vtY9T7nrKb",6270,0
1256391390709387266,"Sat May 02 01:13:44 +0000 2020","RT @DLaraF: El Preso Político Alonso Mora, detenido el 15/04/2018, recluido en Ramo Verde, sufre de una serie de severas patologías crónica…",83,0
1256391390604525569,"Sat May 02 01:13:44 +0000 2020","RT @PanamericanaTV: Sujeto que viajó a Arequipa sabiendo que tenía Covid-19 podría ir 10 años a la cárcel https://t.co/Oo9tmWGT1w",37,0
1256391390516445184,"Sat May 02 01:13:44 +0000 2020","RT @presidenciaperu: Hoy a las 8:30 pm, a través de las imágenes transmitidas por @tvperupe, tomémonos unos minutos para saludar y reconoce…",7,0
1256391390457544704,"Sat May 02 01:13:44 +0000 2020","RT @jovicyeeINQ: Out of the 8,772 confirmed COVID-19 cases, 1,694 are health-care workers, or 1 out of every 5 infections. If this trend of…",12,0
1256391390440960000,"Sat May 02 01:13:44 +0000 2020","RT @presidenciaperu: Hoy a las 8:30 pm, a través de las imágenes transmitidas por @tvperupe, tomémonos unos minutos para saludar y reconoce…",7,0
1256391390432559105,"Sat May 02 01:13:44 +0000 2020","RT @Francis25830521: En la 19° comisaría de providencia. Trajimos 200 bebidas, 200 empanadas, y sopaipillas dulces para todos. 
Agradecemos…",351,0
1256391390319304705,"Sat May 02 01:13:44 +0000 2020","RT @rickhasen: After months of hard work, complicated by the COVID-19 pandemic, a bipartisan, diverse group of scholars and leaders has rel…",1198,0
1256391390293979136,"Sat May 02 01:13:44 +0000 2020","RT @7SinsOfTrump: Colorado paramedic who traveled to NYC to help coronavirus victims dies after contracting COVID-19 https://t.co/vXUoYd8gBw",2,0
1256391390205968390,"Sat May 02 01:13:44 +0000 2020","RT @Yamiche: CONFIRMED: The House Appropriations Committee says it sought Dr. Anthony Fauci as a witness at Wednesday’s Labor-HHS-Education…",8902,0
1256391390159761408,"Sat May 02 01:13:44 +0000 2020","RT @alfredodelmazo: Reporte #Covid_19mx en el #Edoméx. https://t.co/u9pnisZJBJ",3845,0
1256391390080249856,"Sat May 02 01:13:44 +0000 2020","@jakegreene013 James Worthy... Joel came back from COVID weighing 395",0,0
1256391390050889736,"Sat May 02 01:13:44 +0000 2020","RT @gabsinferno: gente o nome da doença é COVID-19 não é convide 19 pessoas para a sua casa",722,0
1256391390004752384,"Sat May 02 01:13:44 +0000 2020","RT @greatamericaOEG: The current health pandemic has presented a number of challenges for businesses. Check out this blog for a list of res…",0,0
1256391389975212033,"Sat May 02 01:13:44 +0000 2020","RT @HAKOCONNEMAN: COVID-19（新型コロナウイルス）肺炎に対して早期にファビピラビル（アビガン）で治療を行ったが急速に血中酸素飽和度が低下して人工呼吸器を施さざるを得ない状況で患者の家族が治療を望まれず死亡した2例＝日本感染症学会
https://t.co…",94,0
1256391389937635329,"Sat May 02 01:13:44 +0000 2020","No hay evidencia de inmunidad, pero asumimos que habrá: López-Gatell. Estas son las nuevas investigaciones:  #IR https://t.co/kLcNtCTxOE",0,0
1256391389790732289,"Sat May 02 01:13:44 +0000 2020","RT @proceso: #ÚltimaHora |  Con el registro de mil 515 nuevos casos confirmados de #covid19, México ya superó los 20 mil contagios, y llega…",64,0
1256391389711085568,"Sat May 02 01:13:44 +0000 2020","RT @SadiqAl36071536: This year  2020 we have decided to not to celebrate  #Eid because our country and whole the world is suffering from a…",1,0
1256391389497249793,"Sat May 02 01:13:44 +0000 2020","RT @kylie_oneil75: Funeral Directors Blow the Whistle on Deaths Falsely Attributed to Coronavirus https://t.co/SLH9KijWbx",77,0
1256391389484441600,"Sat May 02 01:13:44 +0000 2020","RT @ChildrensHD: Gates is so worried about COVID -19 vaccine's adverse events saying they shouldn’t be distributed until gov'ts agree to in…",352,0
1256391389434327042,"Sat May 02 01:13:44 +0000 2020","RT @EFloresCampbell: América Latina no puede permitirse respuestas tardías al Covid-19: Zedillo y exmandatarios - https://t.co/fQNnL8lB0q",49,0
1256391389069230081,"Sat May 02 01:13:44 +0000 2020","@nithinmathew123 @Suvarna_haridas @e_salam @ComradeMallu @mallucomrade @SitaramYechury @pratheesh @cpimspeak Malaya… https://t.co/HZxLQbRVAI",0,0
1256391389023072259,"Sat May 02 01:13:44 +0000 2020","Thanks to @svinsociety for releasing guidelines on the treatment of stroke patients during COVID-19, highlighting t… https://t.co/M1aJCOdlMP",0,0
1256391388981313536,"Sat May 02 01:13:44 +0000 2020","#México suma 20 mil 739 casos de COVID-19 y mil 792 decesos

La Ciudad de México y el Estado de México siguen conce… https://t.co/FuE6EtEcjc",0,0
1256391388964564992,"Sat May 02 01:13:44 +0000 2020","RT @FranklyTired: @donwinslow They can't hide it. The death rate comparisons before and since the covid outbreak tell us what the governmen…",1,0
1256391388805107714,"Sat May 02 01:13:44 +0000 2020","Someone please help us ... he has two girls and I can’t lose my uncle we can’t take him out of the hospital… https://t.co/GzyrUUHOSi",0,0
1256391388750585856,"Sat May 02 01:13:44 +0000 2020","RT @AntsDoesIt: So people on unemployment are getting the max pay of $450 per week, another whopping $600 because of COVID-19 for a total o…",2643,0
1256391388708499456,"Sat May 02 01:13:44 +0000 2020","Graphs and analysis updated for 01-May-20. Costa Rica, Italy doing well. Netherlands, BC flattening. Spike of recov… https://t.co/tVVtu2m87F",0,0
1256391388700258305,"Sat May 02 01:13:44 +0000 2020","Wanted to play a kid friendly game with my nieces, so I turned Kill, Marry, Fuck into who would you quarantine with… https://t.co/dvMew13Rm3",0,0
1256391388683526144,"Sat May 02 01:13:44 +0000 2020","RT @NHJennifer: Oh, well. This whole reopening thing is going well, isn't it?

#coronavirus 
#COVID__19 
@ProjectLincoln https://t.co/FivCI…",74,0
1256391388629020672,"Sat May 02 01:13:44 +0000 2020","por que mi primo falleció en medio de la incertidumbre, sin saber que realmente la causa de la muerte, al tardar un… https://t.co/wnxk7itvtD",0,0
1256391388578496512,"Sat May 02 01:13:44 +0000 2020","@DrOlufunmilayo Many companies will downsize. It is left for the labour union and the government to give guidelines… https://t.co/u6VSkGGg87",0,0
1256391388372955137,"Sat May 02 01:13:44 +0000 2020","RT @ABCWorldNews: NEW: Aerial footage shows hundreds gathered in Huntington Beach, California, to protest Governor Newsom's stay-at-home or…",361,0
1256391388348002304,"Sat May 02 01:13:44 +0000 2020","I love the smell of a newly reopened state. It smells like victory.
https://t.co/JGYeootfGO",0,0
1256391388163461124,"Sat May 02 01:13:44 +0000 2020","RT @linda72135856: 9/ Surviving COVID, good hygiene, stay-in-place &amp; physical distancing are our options until there's a vaccine.

""...the…",3,0
